risk_factor,country,year,value,confidence_intervals,sample_size,source
Malnutrition (wght-for-age z<-2),GNB,2003,48.3,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2018,46.1,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2005,0.3,,,WHO
Malnutrition (wght-for-age z<-2),TTO,2008,18.1,,,WHO
Malnutrition (wght-for-age z<-2),PSE,2019,11.1,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2002,17.3,,,WHO
Malnutrition (wght-for-age z<-2),PLW,2000,20.9,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2005,40.6,,,WHO
Malnutrition (wght-for-age z<-2),LUX,2005,1.7,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2004,12.3,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2010,27.8,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2008,78.4,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2010,47.3,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2001,60.0,,,WHO
Malnutrition (wght-for-age z<-2),FIN,2018,9.5,,,WHO
Malnutrition (wght-for-age z<-2),USA,2015,0.0,,,WHO
Malnutrition (wght-for-age z<-2),ARE,2012,0.1,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2002,26.4,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2003,74.7,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2017,8.1,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2004,0.4,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2002,34.3,,,WHO
Malnutrition (wght-for-age z<-2),GLOBAL,2014,40.2,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2001,13.5,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2001,13.3,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2007,64.8,,,WHO
Malnutrition (wght-for-age z<-2),QAT,2014,0.1,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2003,12.0,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2006,23.2,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2009,36.8,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2005,12.2,,,WHO
Malnutrition (wght-for-age z<-2),KHM,2007,58.3,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2008,11.3,,,WHO
Malnutrition (wght-for-age z<-2),GEO,2002,19.4,,,WHO
Malnutrition (wght-for-age z<-2),EST,2006,5.3,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2000,7.8,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2017,19.5,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2019,0.5,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2019,14.5,,,WHO
Malnutrition (wght-for-age z<-2),EST,2001,15.1,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2015,0.2,,,WHO
Malnutrition (wght-for-age z<-2),COK,2018,27.0,,,WHO
Malnutrition (wght-for-age z<-2),CMR,2010,64.0,,,WHO
Malnutrition (wght-for-age z<-2),IND,2005,64.4,,,WHO
Malnutrition (wght-for-age z<-2),RUS,2018,0.1,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2008,76.5,,,WHO
Malnutrition (wght-for-age z<-2),FSM,2013,37.7,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2000,51.1,,,WHO
Malnutrition (wght-for-age z<-2),LBR,2007,26.7,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2010,5.5,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2006,31.1,,,WHO
Malnutrition (wght-for-age z<-2),KGZ,2012,0.9,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2001,1.9,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2006,44.9,,,WHO
Malnutrition (wght-for-age z<-2),747,2000,42.3,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2015,18.3,,,WHO
Malnutrition (wght-for-age z<-2),BIH,2015,17.0,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2002,39.8,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2011,1.3,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2018,1.9,,,WHO
Malnutrition (wght-for-age z<-2),AZE,2011,10.3,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2011,24.1,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2016,21.6,,,WHO
Malnutrition (wght-for-age z<-2),POL,2015,16.9,,,WHO
Malnutrition (wght-for-age z<-2),COD,2001,22.0,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2006,0.2,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2011,50.1,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2008,81.9,,,WHO
Malnutrition (wght-for-age z<-2),BGD,2014,25.7,,,WHO
Malnutrition (wght-for-age z<-2),BHS,2000,19.4,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2001,8.6,,,WHO
Malnutrition (wght-for-age z<-2),WB_LI,2012,59.9,,,WHO
Malnutrition (wght-for-age z<-2),CHE,2016,12.8,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2005,26.4,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2003,11.1,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2015,25.3,,,WHO
Malnutrition (wght-for-age z<-2),IRN,2013,8.8,,,WHO
Malnutrition (wght-for-age z<-2),TUN,2007,20.0,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2003,0.1,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2008,1.4,,,WHO
Malnutrition (wght-for-age z<-2),753,2011,23.3,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2017,32.2,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2002,13.2,,,WHO
Malnutrition (wght-for-age z<-2),BRA,2004,0.5,,,WHO
Malnutrition (wght-for-age z<-2),SYR,2010,0.3,,,WHO
Malnutrition (wght-for-age z<-2),IDN,2011,12.0,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2000,5.7,,,WHO
Malnutrition (wght-for-age z<-2),DOM,2001,0.8,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2011,42.9,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2004,83.1,,,WHO
Malnutrition (wght-for-age z<-2),LSO,2007,49.8,,,WHO
Malnutrition (wght-for-age z<-2),PRY,2000,18.1,,,WHO
Malnutrition (wght-for-age z<-2),GUY,2004,39.1,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2008,62.8,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2010,26.3,,,WHO
Malnutrition (wght-for-age z<-2),BHS,2017,17.5,,,WHO
Malnutrition (wght-for-age z<-2),PRY,2010,0.5,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2018,19.6,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2001,11.9,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2016,81.6,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2016,3.1,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2019,46.7,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2018,47.0,,,WHO
Malnutrition (wght-for-age z<-2),MLI,2009,81.8,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2015,13.7,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2015,12.3,,,WHO
Malnutrition (wght-for-age z<-2),FIN,2016,1.7,,,WHO
Malnutrition (wght-for-age z<-2),UZB,2003,20.0,,,WHO
Malnutrition (wght-for-age z<-2),MRT,2001,22.4,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2008,24.3,,,WHO
Malnutrition (wght-for-age z<-2),NOR,2011,11.7,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2016,25.9,,,WHO
Malnutrition (wght-for-age z<-2),ERI,2015,1.6,,,WHO
Malnutrition (wght-for-age z<-2),ARE,2019,0.1,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2001,10.5,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2000,23.8,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2019,10.7,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2018,26.7,,,WHO
Malnutrition (wght-for-age z<-2),LVA,2011,0.1,,,WHO
Malnutrition (wght-for-age z<-2),SWZ,2008,21.4,,,WHO
Malnutrition (wght-for-age z<-2),432,2008,56.2,,,WHO
Malnutrition (wght-for-age z<-2),GRC,2007,10.7,,,WHO
Malnutrition (wght-for-age z<-2),TUV,2011,26.3,,,WHO
Malnutrition (wght-for-age z<-2),SLV,2000,21.9,,,WHO
Malnutrition (wght-for-age z<-2),DNK,2001,0.1,,,WHO
Malnutrition (wght-for-age z<-2),NZL,2007,12.3,,,WHO
Malnutrition (wght-for-age z<-2),BDI,2016,25.7,,,WHO
Malnutrition (wght-for-age z<-2),CHE,2012,11.6,,,WHO
Malnutrition (wght-for-age z<-2),LKA,2010,7.3,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2002,2.9,,,WHO
Malnutrition (wght-for-age z<-2),DZA,2005,37.4,,,WHO
Malnutrition (wght-for-age z<-2),BIH,2011,6.4,,,WHO
Malnutrition (wght-for-age z<-2),EMR,2010,46.0,,,WHO
Malnutrition (wght-for-age z<-2),155,2006,11.7,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2019,24.6,,,WHO
Malnutrition (wght-for-age z<-2),MDA,2015,26.3,,,WHO
Malnutrition (wght-for-age z<-2),ARM,2009,9.2,,,WHO
Malnutrition (wght-for-age z<-2),MWI,2019,1.4,,,WHO
Malnutrition (wght-for-age z<-2),COK,2018,7.4,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2015,18.3,,,WHO
Malnutrition (wght-for-age z<-2),SUR,2009,18.8,,,WHO
Malnutrition (wght-for-age z<-2),LBR,2003,46.7,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2010,53.4,,,WHO
Malnutrition (wght-for-age z<-2),EUR,2006,0.3,,,WHO
Malnutrition (wght-for-age z<-2),BOL,2000,57.0,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2017,13.9,,,WHO
Malnutrition (wght-for-age z<-2),FJI,2008,40.5,,,WHO
Malnutrition (wght-for-age z<-2),MRT,2004,5.8,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2019,24.8,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2019,23.6,,,WHO
Malnutrition (wght-for-age z<-2),ARE,2014,19.3,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2015,21.6,,,WHO
Malnutrition (wght-for-age z<-2),FRA,2012,2.1,,,WHO
Malnutrition (wght-for-age z<-2),TCD,2001,78.9,,,WHO
Malnutrition (wght-for-age z<-2),COD,2015,25.4,,,WHO
Malnutrition (wght-for-age z<-2),JOR,2006,12.3,,,WHO
Malnutrition (wght-for-age z<-2),PAK,2014,24.7,,,WHO
Malnutrition (wght-for-age z<-2),GLOBAL,2010,41.8,,,WHO
Malnutrition (wght-for-age z<-2),CYP,2009,12.8,,,WHO
Malnutrition (wght-for-age z<-2),FSM,2009,15.4,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2001,0.4,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2008,25.0,,,WHO
Malnutrition (wght-for-age z<-2),EST,2003,21.3,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2003,6.1,,,WHO
Malnutrition (wght-for-age z<-2),BFA,2009,57.3,,,WHO
Malnutrition (wght-for-age z<-2),IND,2011,26.1,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2005,37.0,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2014,48.2,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2011,0.2,,,WHO
Malnutrition (wght-for-age z<-2),HND,2019,0.2,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2009,0.2,,,WHO
Malnutrition (wght-for-age z<-2),ZMB,2010,54.3,,,WHO
Malnutrition (wght-for-age z<-2),ISR,2015,0.1,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2011,34.6,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2011,7.0,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2007,12.1,,,WHO
Malnutrition (wght-for-age z<-2),SRB,2010,13.0,,,WHO
Malnutrition (wght-for-age z<-2),PRT,2012,12.7,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2005,0.6,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2011,12.8,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2006,19.6,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2002,47.8,,,WHO
Malnutrition (wght-for-age z<-2),BGD,2012,18.3,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2005,9.9,,,WHO
Malnutrition (wght-for-age z<-2),GEO,2013,0.2,,,WHO
Malnutrition (wght-for-age z<-2),CHE,2007,0.1,,,WHO
Malnutrition (wght-for-age z<-2),TKM,2012,12.7,,,WHO
Malnutrition (wght-for-age z<-2),UKR,2002,26.9,,,WHO
Malnutrition (wght-for-age z<-2),NIC,2016,19.0,,,WHO
Malnutrition (wght-for-age z<-2),ROU,2018,27.3,,,WHO
Malnutrition (wght-for-age z<-2),KAZ,2004,14.3,,,WHO
Malnutrition (wght-for-age z<-2),VUT,2003,10.8,,,WHO
Malnutrition (wght-for-age z<-2),BEN,2000,80.3,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2014,12.1,,,WHO
Malnutrition (wght-for-age z<-2),SVN,2004,0.1,,,WHO
Malnutrition (wght-for-age z<-2),9,2015,26.4,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2017,26.1,,,WHO
Malnutrition (wght-for-age z<-2),NER,2018,72.9,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2012,0.0,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2015,25.0,,,WHO
Malnutrition (wght-for-age z<-2),FSM,2017,22.4,,,WHO
Malnutrition (wght-for-age z<-2),BEN,2018,3.6,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2014,26.8,,,WHO
Malnutrition (wght-for-age z<-2),SSD,2009,60.4,,,WHO
Malnutrition (wght-for-age z<-2),MAR,2018,30.2,,,WHO
Malnutrition (wght-for-age z<-2),JAM,2007,0.3,,,WHO
Malnutrition (wght-for-age z<-2),DJI,2009,2.5,,,WHO
Malnutrition (wght-for-age z<-2),GRC,2011,2.5,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2004,2.2,,,WHO
Malnutrition (wght-for-age z<-2),KNA,2002,8.3,,,WHO
Malnutrition (wght-for-age z<-2),URY,2013,23.8,,,WHO
Malnutrition (wght-for-age z<-2),USA,2014,5.8,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2019,27.9,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2013,0.1,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2006,0.3,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2003,0.2,,,WHO
Malnutrition (wght-for-age z<-2),YEM,2006,81.3,,,WHO
Malnutrition (wght-for-age z<-2),FSM,2003,20.4,,,WHO
Malnutrition (wght-for-age z<-2),BEL,2002,13.6,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2000,22.4,,,WHO
Malnutrition (wght-for-age z<-2),SOM,2003,21.5,,,WHO
Malnutrition (wght-for-age z<-2),MRT,2001,73.6,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2002,7.8,,,WHO
Malnutrition (wght-for-age z<-2),TLS,2015,45.9,,,WHO
Malnutrition (wght-for-age z<-2),MLT,2003,11.2,,,WHO
Malnutrition (wght-for-age z<-2),THA,2016,24.5,,,WHO
Malnutrition (wght-for-age z<-2),NAM,2011,46.2,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2003,0.2,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2013,19.8,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2008,6.4,,,WHO
Malnutrition (wght-for-age z<-2),JPN,2006,2.8,,,WHO
Malnutrition (wght-for-age z<-2),HTI,2006,63.5,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2019,20.4,,,WHO
Malnutrition (wght-for-age z<-2),MHL,2012,42.5,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2000,12.2,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2001,4.9,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2008,13.2,,,WHO
Malnutrition (wght-for-age z<-2),NPL,2005,26.1,,,WHO
Malnutrition (wght-for-age z<-2),RWA,2009,41.9,,,WHO
Malnutrition (wght-for-age z<-2),14,2004,61.4,,,WHO
Malnutrition (wght-for-age z<-2),THA,2013,24.2,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2012,11.7,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2009,63.4,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2016,11.8,,,WHO
Malnutrition (wght-for-age z<-2),CUB,2003,26.4,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2012,2.2,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2005,0.2,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2016,21.4,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2017,0.4,,,WHO
Malnutrition (wght-for-age z<-2),ARG,2017,18.5,,,WHO
Malnutrition (wght-for-age z<-2),WSM,2003,0.8,,,WHO
Malnutrition (wght-for-age z<-2),BHR,2012,0.1,,,WHO
Malnutrition (wght-for-age z<-2),GRD,2012,23.8,,,WHO
Malnutrition (wght-for-age z<-2),PRK,2011,0.4,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2011,7.4,,,WHO
Malnutrition (wght-for-age z<-2),TTO,2006,29.3,,,WHO
Malnutrition (wght-for-age z<-2),EST,2001,22.4,,,WHO
Malnutrition (wght-for-age z<-2),CYP,2015,13.4,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2008,12.7,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2003,47.1,,,WHO
Malnutrition (wght-for-age z<-2),CAF,2005,79.8,,,WHO
Malnutrition (wght-for-age z<-2),AND,2017,0.0,,,WHO
Malnutrition (wght-for-age z<-2),NGA,2007,44.5,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2012,49.3,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2013,0.1,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2001,20.9,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2003,19.0,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2016,25.0,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2001,62.5,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2016,17.6,,,WHO
Malnutrition (wght-for-age z<-2),IRQ,2011,0.3,,,WHO
Malnutrition (wght-for-age z<-2),NRU,2019,17.7,,,WHO
Malnutrition (wght-for-age z<-2),LCA,2007,7.9,,,WHO
Malnutrition (wght-for-age z<-2),PRY,2008,32.3,,,WHO
Malnutrition (wght-for-age z<-2),AMR,2019,4.8,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2018,26.3,,,WHO
Malnutrition (wght-for-age z<-2),SLE,2013,46.8,,,WHO
Malnutrition (wght-for-age z<-2),OMN,2000,39.6,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2006,27.5,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2011,0.1,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2009,13.8,,,WHO
Malnutrition (wght-for-age z<-2),ZWE,2013,18.8,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2012,23.6,,,WHO
Malnutrition (wght-for-age z<-2),DMA,2002,26.4,,,WHO
Malnutrition (wght-for-age z<-2),5,2019,18.8,,,WHO
Malnutrition (wght-for-age z<-2),MHL,2016,40.8,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2015,7.7,,,WHO
Malnutrition (wght-for-age z<-2),NGA,2015,4.3,,,WHO
Malnutrition (wght-for-age z<-2),CZE,2009,12.5,,,WHO
Malnutrition (wght-for-age z<-2),LBR,2018,42.1,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2019,26.4,,,WHO
Malnutrition (wght-for-age z<-2),GBR,2002,0.4,,,WHO
Malnutrition (wght-for-age z<-2),PNG,2003,2.8,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2008,0.0,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2007,30.5,,,WHO
Malnutrition (wght-for-age z<-2),ZAF,2011,14.4,,,WHO
Malnutrition (wght-for-age z<-2),UGA,2006,5.0,,,WHO
Malnutrition (wght-for-age z<-2),KWT,2002,18.9,,,WHO
Malnutrition (wght-for-age z<-2),NIU,2014,22.8,,,WHO
Malnutrition (wght-for-age z<-2),AND,2019,0.0,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2006,23.7,,,WHO
Malnutrition (wght-for-age z<-2),SWE,2007,0.0,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2005,28.0,,,WHO
Malnutrition (wght-for-age z<-2),BTN,2011,25.4,,,WHO
Malnutrition (wght-for-age z<-2),CHE,2008,11.1,,,WHO
Malnutrition (wght-for-age z<-2),LBY,2004,0.3,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2004,28.1,,,WHO
Malnutrition (wght-for-age z<-2),MUS,2001,10.8,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2001,0.1,,,WHO
Malnutrition (wght-for-age z<-2),ETH,2015,50.5,,,WHO
Malnutrition (wght-for-age z<-2),VEN,2016,27.0,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2004,25.3,,,WHO
Malnutrition (wght-for-age z<-2),MDG,2012,51.0,,,WHO
Malnutrition (wght-for-age z<-2),RWA,2014,14.2,,,WHO
Malnutrition (wght-for-age z<-2),CHN,2015,4.6,,,WHO
Malnutrition (wght-for-age z<-2),PAK,2008,31.1,,,WHO
Malnutrition (wght-for-age z<-2),MNG,2013,21.4,,,WHO
Malnutrition (wght-for-age z<-2),WB_LMI,2012,53.3,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2014,22.9,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2005,56.0,,,WHO
Malnutrition (wght-for-age z<-2),LKA,2011,0.1,,,WHO
Malnutrition (wght-for-age z<-2),HND,2014,30.0,,,WHO
Malnutrition (wght-for-age z<-2),COK,2005,20.3,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2012,12.8,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2004,25.1,,,WHO
Malnutrition (wght-for-age z<-2),GNQ,2016,27.0,,,WHO
Malnutrition (wght-for-age z<-2),AUT,2008,12.3,,,WHO
Malnutrition (wght-for-age z<-2),FRA,2001,0.1,,,WHO
Malnutrition (wght-for-age z<-2),YEM,2019,12.2,,,WHO
Malnutrition (wght-for-age z<-2),TGO,2005,76.0,,,WHO
Malnutrition (wght-for-age z<-2),MNE,2018,11.4,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2006,17.2,,,WHO
Malnutrition (wght-for-age z<-2),TON,2017,11.7,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2007,4.3,,,WHO
Malnutrition (wght-for-age z<-2),GEO,2000,36.9,,,WHO
Malnutrition (wght-for-age z<-2),MEX,2013,8.3,,,WHO
Malnutrition (wght-for-age z<-2),GAB,2012,32.9,,,WHO
Malnutrition (wght-for-age z<-2),DZA,2007,21.5,,,WHO
Malnutrition (wght-for-age z<-2),LBN,2007,15.7,,,WHO
Malnutrition (wght-for-age z<-2),KOR,2005,14.3,,,WHO
Malnutrition (wght-for-age z<-2),NIC,2007,4.9,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2016,0.3,,,WHO
Malnutrition (wght-for-age z<-2),ARM,2017,19.1,,,WHO
Malnutrition (wght-for-age z<-2),HRV,2001,20.2,,,WHO
Malnutrition (wght-for-age z<-2),NOR,2006,2.1,,,WHO
Malnutrition (wght-for-age z<-2),GIN,2011,6.1,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2008,64.6,,,WHO
Malnutrition (wght-for-age z<-2),AFG,2008,2.0,,,WHO
Malnutrition (wght-for-age z<-2),CAN,2007,1.8,,,WHO
Malnutrition (wght-for-age z<-2),PRK,2018,9.6,,,WHO
Malnutrition (wght-for-age z<-2),CRI,2005,19.6,,,WHO
Malnutrition (wght-for-age z<-2),DZA,2010,13.2,,,WHO
Malnutrition (wght-for-age z<-2),AND,2018,2.4,,,WHO
Malnutrition (wght-for-age z<-2),EGY,2014,11.2,,,WHO
Malnutrition (wght-for-age z<-2),BIH,2015,23.2,,,WHO
Malnutrition (wght-for-age z<-2),WPR,2010,6.0,,,WHO
Malnutrition (wght-for-age z<-2),USA,2018,5.3,,,WHO
Malnutrition (wght-for-age z<-2),BRN,2000,0.2,,,WHO
Malnutrition (wght-for-age z<-2),MMR,2011,25.3,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2009,33.4,,,WHO
Malnutrition (wght-for-age z<-2),MYS,2015,5.1,,,WHO
Malnutrition (wght-for-age z<-2),ALB,2007,0.3,,,WHO
Malnutrition (wght-for-age z<-2),SDN,2000,3.9,,,WHO
Malnutrition (wght-for-age z<-2),KGZ,2004,38.5,,,WHO
Malnutrition (wght-for-age z<-2),TON,2003,32.3,,,WHO
Malnutrition (wght-for-age z<-2),MCO,2003,2.2,,,WHO
Malnutrition (wght-for-age z<-2),LAO,2005,20.0,,,WHO
Malnutrition (wght-for-age z<-2),SYC,2011,8.6,,,WHO
Malnutrition (wght-for-age z<-2),MRT,2007,42.0,,,WHO
Malnutrition (wght-for-age z<-2),EST,2014,13.9,,,WHO
Malnutrition (wght-for-age z<-2),MOZ,2000,8.1,,,WHO
Malnutrition (wght-for-age z<-2),BWA,2000,1.5,,,WHO
Malnutrition (wght-for-age z<-2),CPV,2003,53.4,,,WHO
Malnutrition (wght-for-age z<-2),AFR,2014,33.4,,,WHO
Malnutrition (wght-for-age z<-2),TJK,2014,11.5,,,WHO
Malnutrition (wght-for-age z<-2),HND,2003,22.3,,,WHO
Malnutrition (wght-for-age z<-2),SGP,2002,0.1,,,WHO
Malnutrition (wght-for-age z<-2),HUN,2013,4.6,,,WHO
Malnutrition (wght-for-age z<-2),LBR,2007,3.5,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2012,21.6,,,WHO
Malnutrition (wght-for-age z<-2),COD,2017,25.8,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2000,42.9,,,WHO
Malnutrition (wght-for-age z<-2),ARE,2010,19.3,,,WHO
Malnutrition (wght-for-age z<-2),ATG,2019,17.2,,,WHO
Malnutrition (wght-for-age z<-2),ARM,2006,26.3,,,WHO
Malnutrition (wght-for-age z<-2),MHL,2001,17.1,,,WHO
Malnutrition (wght-for-age z<-2),LBN,2016,0.1,,,WHO
Malnutrition (wght-for-age z<-2),IRL,2000,9.6,,,WHO
Malnutrition (wght-for-age z<-2),LTU,2011,12.7,,,WHO
Malnutrition (wght-for-age z<-2),GNB,2011,72.6,,,WHO
Malnutrition (wght-for-age z<-2),GMB,2003,45.6,,,WHO
Malnutrition (wght-for-age z<-2),MKD,2001,14.3,,,WHO
Malnutrition (wght-for-age z<-2),SMR,2000,9.6,,,WHO
Malnutrition (wght-for-age z<-2),AND,2013,0.0,,,WHO
Malnutrition (wght-for-age z<-2),TZA,2016,26.8,,,WHO
Malnutrition (wght-for-age z<-2),COL,2019,22.2,,,WHO
Malnutrition (wght-for-age z<-2),CIV,2018,73.0,,,WHO
Malnutrition (wght-for-age z<-2),SAU,2012,0.1,,,WHO
Malnutrition (wght-for-age z<-2),DEU,2009,11.8,,,WHO
